"","logFC","AveExpr","t","P.Value","adj.P.Val","gene_id","gene"
"ENSG00000188176",2.42387781944636,2.38737260061523,6.16319761362918,7.35475893232327e-06,0.000237688386921866,"ENSG00000188176","SMTNL2"
"ENSG00000104450",1.96080562024182,1.70968571869218,6.15764725227426,7.43043099149994e-06,0.000239811167967603,"ENSG00000104450","SPAG1"
"ENSG00000158321",-1.6922154894177,6.57433778608072,-6.15159002910758,7.51400068907202e-06,0.000242182798048319,"ENSG00000158321","AUTS2"
"ENSG00000068976",-1.96840265296418,2.9014856289981,-6.14844915564068,7.55772101754538e-06,0.000243177531861144,"ENSG00000068976","PYGM"
"ENSG00000078018",-2.23077182812587,2.56145413670802,-6.14760063597197,7.56959214284827e-06,0.000243177531861144,"ENSG00000078018","MAP2"
"ENSG00000135423",-1.70699855328547,3.61359225199198,-6.14719534280078,7.57524545361217e-06,0.000243177531861144,"ENSG00000135423","GLS2"
"ENSG00000058335",2.88438640780647,0.236343899585147,6.13819669493511,7.7028643559428e-06,0.000246944164105338,"ENSG00000058335","RASGRF1"
"ENSG00000101638",-4.56625309049917,0.758666070346006,-6.12575539056912,7.91128744542476e-06,0.000252990089561861,"ENSG00000101638","ST8SIA5"
"ENSG00000143995",6.48904017904545,-2.79766489878712,6.13563657295689,7.91252528989497e-06,0.000252990089561861,"ENSG00000143995","MEIS1"
"ENSG00000155980",-2.02199030023816,5.13422160737723,-6.1095813169689,8.12116352997695e-06,0.0002593156631407,"ENSG00000155980","KIF5A"
"ENSG00000110328",-2.31026312892416,1.9382440213007,-6.1082347485891,8.14147856297121e-06,0.000259619101267018,"ENSG00000110328","GALNT18"
"ENSG00000188730",-4.47764636362221,-1.10826144747152,-6.107098649734,8.18597742522982e-06,0.000260691896465011,"ENSG00000188730","VWC2"
"ENSG00000060566",-4.99353954403767,-2.67752695963316,-6.10536602801491,8.23754066278315e-06,0.000261986525026158,"ENSG00000060566","CREB3L3"
"ENSG00000143119",-4.09957334618724,-1.40365429881637,-6.10061200163658,8.2726047198218e-06,0.000262753683243864,"ENSG00000143119","CD53"
"ENSG00000171533",-3.32671372654861,-0.617057977404327,-6.09502235790096,8.3461281661649e-06,0.000264524933012156,"ENSG00000171533","MAP6"
"ENSG00000163430",1.31553402094299,8.3337919990529,6.0945638379573,8.35040393233444e-06,0.000264524933012156,"ENSG00000163430","FSTL1"
"ENSG00000181350",-1.70015106850515,3.93217396722532,-6.08718056881437,8.46556752559962e-06,0.000267622845256269,"ENSG00000181350","LRRC75A"
"ENSG00000118729",5.48819196342209,-5.02096411843335,6.09257454547861,8.47048818902067e-06,0.000267622845256269,"ENSG00000118729","CASQ2"
"ENSG00000152192",2.7234228717058,-0.969741423909461,6.08394017156322,8.51696999090163e-06,0.000268737823155756,"ENSG00000152192","POU4F1"
"ENSG00000128918",5.22456404821523,-0.613831605327111,6.08048524195837,8.64257762709049e-06,0.000272343272941859,"ENSG00000128918","ALDH1A2"
"ENSG00000174498",1.28829098458768,7.27393333021939,6.07001709824334,8.73970773595413e-06,0.00027504306966675,"ENSG00000174498","IGDCC3"
"ENSG00000128645",5.22297950502034,-5.06986762521038,6.06361549592672,8.91801192759556e-06,0.000280034997370175,"ENSG00000128645","HOXD1"
"ENSG00000123364",5.76408309694772,-3.81691973255817,6.06620209407983,8.92165471381741e-06,0.000280034997370175,"ENSG00000123364","HOXC13"
"ENSG00000099715",2.55794890836799,2.71022272829214,6.04673353093855,9.1265956324631e-06,0.000286093752384731,"ENSG00000099715","PCDH11Y"
"ENSG00000171246",-2.65979977501126,2.06853193035447,-6.04525000639349,9.15194208567145e-06,0.000286514254708139,"ENSG00000171246","NPTX1"
"ENSG00000181804",3.04535852969125,0.396886936233174,6.03637640469185,9.30548025978671e-06,0.000290941656247394,"ENSG00000181804","SLC9A9"
"ENSG00000185924",3.96322387058551,-2.43713162551641,6.03076364120893,9.4159696532965e-06,0.000294013346313336,"ENSG00000185924","RTN4RL1"
"ENSG00000179750",1.6954933766723,3.67433374105044,6.01655643592248,9.6542814604517e-06,0.000300821135868824,"ENSG00000179750","APOBEC3B"
"ENSG00000188152",-4.31502145436513,-2.48908000662191,-6.01775224003416,9.65904946505345e-06,0.000300821135868824,"ENSG00000188152","NUTM2G"
"ENSG00000018625",-1.61162109554919,6.39090384839188,-6.00329729738066,9.89614684776248e-06,0.000307806059726001,"ENSG00000018625","ATP1A2"
"ENSG00000123329",-3.10478569531207,0.738419104033856,-5.9986022334795,9.98509701642236e-06,0.000310170956737818,"ENSG00000123329","ARHGAP9"
"ENSG00000101230",2.83940717938305,0.469851039094149,5.98767513048735,1.01899179440199e-05,0.000316124431100523,"ENSG00000101230","ISM1"
"ENSG00000197933",1.89844863969481,2.51438870563825,5.98081367483369,1.03207738825335e-05,0.000319770867699865,"ENSG00000197933","ZNF823"
"ENSG00000198914",4.6023563109237,-4.07272714321902,5.97586343987479,1.04603682292802e-05,0.0003236783014452,"ENSG00000198914","POU3F3"
"ENSG00000172752",5.73119739223988,-1.95963603986538,5.94838159344188,1.11176312577513e-05,0.000343573438560006,"ENSG00000172752","COL6A5"
"ENSG00000249975",4.86226370011964,-4.96665785921168,5.94187884803277,1.11665772364486e-05,0.000344642484063759,"ENSG00000249975","OR5H3P"
"ENSG00000263535",-2.21374017277199,3.54302192828793,-5.92244263396243,1.15138853276206e-05,0.000354905538493998,"ENSG00000263535","AK4P1"
"ENSG00000216753",4.15338081838832,-6.51811930165962,5.92238009128445,1.15403956402316e-05,0.000355266641170821,"ENSG00000216753","HMGA1P7"
"ENSG00000128512",2.24246851726354,4.5764505548707,5.91466453052134,1.16833646621668e-05,0.000359207365259858,"ENSG00000128512","DOCK4"
"ENSG00000131095",-3.78867360986517,0.326276192435898,-5.90942889471523,1.18120491996015e-05,0.000362699393070118,"ENSG00000131095","GFAP"
"ENSG00000165655",5.65234776034341,-2.91873319831303,5.90902537771652,1.19617516311835e-05,0.000366827050022959,"ENSG00000165655","ZNF503"
"ENSG00000130522",1.39736473311297,6.85572601038889,5.90011965286882,1.20072281399415e-05,0.000367751992469738,"ENSG00000130522","JUND"
"ENSG00000107798",-1.41636149905244,5.33223483592674,-5.89830471972092,1.20482936217478e-05,0.000368539651522814,"ENSG00000107798","LIPA"
"ENSG00000234232",-2.41122237845507,0.186337617956919,-5.88672443712321,1.2313877121603e-05,0.00037592375266806,"ENSG00000234232","PDE4DIPP7"
"ENSG00000177511",-2.92562662097979,2.09165734129478,-5.88646657140812,1.23210058866302e-05,0.00037592375266806,"ENSG00000177511","ST8SIA3"
"ENSG00000155066",2.32832354305957,3.51351422976301,5.86883521957879,1.27359416476513e-05,0.00038809064827843,"ENSG00000155066","PROM2"
"ENSG00000116819",3.00387042136806,-0.207262107507287,5.85006485080619,1.31967737881964e-05,0.000401393763436217,"ENSG00000116819","TFAP2E"
"ENSG00000143811",-1.27294377588207,7.06445294845055,-5.84962373150543,1.32059417422377e-05,0.000401393763436217,"ENSG00000143811","PYCR2"
"ENSG00000080573",-2.26562848733354,1.55648270880061,-5.84679061322219,1.32768160719674e-05,0.000403037809759901,"ENSG00000080573","COL5A3"
"ENSG00000054598",5.80658555844968,-3.03979848549213,5.83512183107371,1.37783036192616e-05,0.000417733114274886,"ENSG00000054598","FOXC1"
"ENSG00000173406",1.46620899370016,4.45988580479699,5.81923112104918,1.39866919012125e-05,0.000423516325260926,"ENSG00000173406","DAB1"
"ENSG00000131069",1.59530245728419,5.89763139988257,5.81759576715491,1.40300365251888e-05,0.000424293749424224,"ENSG00000131069","ACSS2"
"ENSG00000169231",1.90147427954084,2.9474824210651,5.8108176366667,1.42111820050074e-05,0.00042923132365313,"ENSG00000169231","THBS3"
"ENSG00000186297",-2.20854483704964,3.26289324953609,-5.80844063197654,1.42753108001786e-05,0.000430626586600361,"ENSG00000186297","GABRA5"
"ENSG00000020181",-2.6813603039546,0.913104041032117,-5.79538941324708,1.46331634934724e-05,0.000440867655966449,"ENSG00000020181","ADGRA2"
"ENSG00000157782",-2.19343280646719,1.69229125330095,-5.77352995869013,1.52520354931333e-05,0.000458937188297139,"ENSG00000157782","CABP1"
"ENSG00000106688",-2.09964401702031,3.66436707895123,-5.76196767840029,1.55905803401998e-05,0.000468536940086205,"ENSG00000106688","SLC1A1"
"ENSG00000170381",2.17525418763978,2.24213993983505,5.75381609499825,1.58339622859648e-05,0.000475256378013233,"ENSG00000170381","SEMA3E"
"ENSG00000255319",3.84808623145167,-0.356715961076542,5.74285961753229,1.61892489743684e-05,0.000485313665883313,"ENSG00000255319","ENPP7P8"
"ENSG00000168952",-2.76155101166218,1.82832942567626,-5.73704551025185,1.6348028109329e-05,0.000489462407682304,"ENSG00000168952","STXBP6"
"ENSG00000146250",1.68016399909782,2.39329308388325,5.7333556145283,1.6462296749999e-05,0.000491698811291059,"ENSG00000146250","PRSS35"
"ENSG00000143320",1.37057465810081,6.47890828865551,5.73331152222289,1.64636783390809e-05,0.000491698811291059,"ENSG00000143320","CRABP2"
"ENSG00000167173",-1.44112870372935,5.7959756253021,-5.72385614870008,1.67627704919256e-05,0.000500009496959153,"ENSG00000167173","C15orf39"
"ENSG00000206073",-5.43625283285012,-0.894338126547627,-5.72144610353796,1.70337340894227e-05,0.000507461566941957,"ENSG00000206073","SERPINB4"
"ENSG00000221890",1.42193769819212,5.29229939087532,5.70901273565506,1.72437085448717e-05,0.00051308045796711,"ENSG00000221890","NPTXR"
"ENSG00000211777",6.50399957974486,-3.7312851959882,5.71925276091644,1.73427138011935e-05,0.000515387677963192,"ENSG00000211777","TRAV3"
"ENSG00000185442",1.72116713851391,4.95439161288975,5.69396224610696,1.77459771483954e-05,0.00052671990517586,"ENSG00000185442","FAM174B"
"ENSG00000143786",2.07666888325299,2.69615641429589,5.69137233518263,1.7833940565687e-05,0.000528677260325033,"ENSG00000143786","CNIH3"
"ENSG00000226887",-1.52964279985024,5.06535320898224,-5.67860576331462,1.82741049937883e-05,0.000541057717769229,"ENSG00000226887","ERVMER34-1"
"ENSG00000127472",5.12933839175581,-3.8258796035058,5.67497951502454,1.8561338101046e-05,0.000548885283845218,"ENSG00000127472","PLA2G5"
"ENSG00000203909",-5.88267674158072,-3.05770078524039,-5.65978583497468,1.92666209783682e-05,0.000568342977736908,"ENSG00000203909","DPPA5"
"ENSG00000188112",-1.50617769612482,6.09071660694701,-5.65095071743224,1.92666659952458e-05,0.000568342977736908,"ENSG00000188112","C6orf132"
"ENSG00000152137",1.726619618002,3.69840061356607,5.64506126783612,1.94851636062179e-05,0.000574083127009208,"ENSG00000152137","HSPB8"
"ENSG00000172602",-1.72089703919921,2.69761891219704,-5.64069865009311,1.96486697913625e-05,0.000578191003713476,"ENSG00000172602","RND1"
"ENSG00000107831",2.37572583691787,1.86458514239445,5.6383647931415,1.973688375324e-05,0.000580075951876132,"ENSG00000107831","FGF8"
"ENSG00000144227",-2.86992725067752,-0.56804635717285,-5.63714564311829,1.97847575890994e-05,0.000580772126197379,"ENSG00000144227","NXPH2"
"ENSG00000184344",1.7859173707331,3.48921364831436,5.63376357495105,1.99115209590644e-05,0.000583779537569052,"ENSG00000184344","GDF3"
"ENSG00000168769",1.70306734379861,3.18937923460848,5.62458889989855,2.02648637941908e-05,0.000593414523690379,"ENSG00000168769","TET2"
"ENSG00000255569",3.91862070630981,-6.27236711204238,5.62004578966424,2.04760048830834e-05,0.000598867027104262,"ENSG00000255569","TRAV1-1"
"ENSG00000166501",-1.899821248345,3.72722813326549,-5.60400201115991,2.10815655699766e-05,0.000615827922708367,"ENSG00000166501","PRKCB"
"ENSG00000160862",-5.12282951335743,-1.93128935627702,-5.60584913818092,2.11934980886404e-05,0.000618345414464683,"ENSG00000160862","AZGP1"
"ENSG00000162542",1.58322737407994,3.89268882111324,5.59755173480029,2.13444052355171e-05,0.000621992546741791,"ENSG00000162542","TMCO4"
"ENSG00000168003",1.17994419686868,8.35546310687714,5.59644218785445,2.13899591896059e-05,0.000622564484922203,"ENSG00000168003","SLC3A2"
"ENSG00000254470",1.47083132365272,4.78935302861185,5.59439222489635,2.14743882694431e-05,0.000624265146641486,"ENSG00000254470","AP5B1"
"ENSG00000167183",3.37781132039131,-0.71461864601733,5.59281532948783,2.15503466980958e-05,0.00062571574959453,"ENSG00000167183","PRR15L"
"ENSG00000155307",-5.32704681567302,-1.09127570724915,-5.59513742171486,2.16775072425476e-05,0.000628647710033881,"ENSG00000155307","SAMSN1"
"ENSG00000129159",-4.23987773293697,-2.12197867959667,-5.58653185492244,2.18649153120145e-05,0.00063331766763823,"ENSG00000129159","KCNC1"
"ENSG00000181444",2.81834181781304,-0.279131755565969,5.58252116317751,2.19718890992722e-05,0.000635649398857498,"ENSG00000181444","ZNF467"
"ENSG00000151640",-1.99824445164274,3.73187399532442,-5.57695828831713,2.2206522688045e-05,0.000641664287346974,"ENSG00000151640","DPYSL4"
"ENSG00000188130",-1.54887469845313,4.74390229648677,-5.57149040019181,2.24414191932722e-05,0.000647672304890447,"ENSG00000188130","MAPK12"
"ENSG00000135116",2.39154035182253,1.71357278569292,5.55392344648234,2.32138957290415e-05,0.000669162141951674,"ENSG00000135116","HRK"
"ENSG00000159399",-1.50065027596635,6.37209142399606,-5.55312154537318,2.32495764632836e-05,0.000669387086374541,"ENSG00000159399","HK2"
"ENSG00000154930",-3.45552942921216,0.314436176123082,-5.55244249069258,2.32945777507473e-05,0.000669879522096938,"ENSG00000154930","ACSS1"
"ENSG00000108984",-1.57012245922631,5.41085698474337,-5.54980747232713,2.33985613989367e-05,0.00067206489989386,"ENSG00000108984","MAP2K6"
"ENSG00000131746",2.95162660746433,1.07864608574442,5.54080423387421,2.38115730612089e-05,0.000683110504594682,"ENSG00000131746","TNS4"
"ENSG00000188816",-3.74302316666026,-0.0168288229089491,-5.53900748440258,2.39200071711535e-05,0.000685402401185844,"ENSG00000188816","HMX2"
"ENSG00000156076",-5.00011449095669,-1.31624434420682,-5.54186918563061,2.39497327773375e-05,0.000685436213884896,"ENSG00000156076","WIF1"
"ENSG00000151577",-4.7343750764405,-4.47177273580719,-5.53820995294435,2.4069178614948e-05,0.000688034662978728,"ENSG00000151577","DRD3"
"ENSG00000116667",-1.72094731530903,4.76857369363748,-5.5260487110507,2.44959955918396e-05,0.000699402908622179,"ENSG00000116667","C1orf21"
"ENSG00000123360",2.5137128801809,1.27560565499192,5.52198898564763,2.4689269177645e-05,0.000704084004149183,"ENSG00000123360","PDE1B"
"ENSG00000164265",-1.88091364758939,2.366965657158,-5.5200324216742,2.47822573129986e-05,0.000705897464531105,"ENSG00000164265","SCGB3A2"
"ENSG00000128016",1.52414414236471,3.37183768861322,5.51791048324612,2.48840413168376e-05,0.00070717986568529,"ENSG00000128016","ZFP36"
"ENSG00000113448",2.47800390860021,0.820628584121841,5.51787438081199,2.48861813469961e-05,0.00070717986568529,"ENSG00000113448","PDE4D"
"ENSG00000177519",1.61508983615225,2.82681509893129,5.51025682285506,2.52547876401459e-05,0.000716806100254353,"ENSG00000177519","RPRM"
"ENSG00000253831",-3.27671512085523,-1.53088322691735,-5.50478425619989,2.55335497675746e-05,0.000723862570270368,"ENSG00000253831","ETV3L"
"ENSG00000152518",1.31691667646432,6.89274050669732,5.50259215524573,2.56317977846816e-05,0.000725790953308698,"ENSG00000152518","ZFP36L2"
"ENSG00000169758",-2.17906465292218,1.70996079395593,-5.50029205627888,2.57461255874042e-05,0.00072816957315047,"ENSG00000169758","TMEM266"
"ENSG00000197647",2.11058563631142,1.35418462436402,5.498108445581,2.58550710920324e-05,0.000730390549484567,"ENSG00000197647","ZNF433"
"ENSG00000138119",2.19708865592975,2.62769604954774,5.4923181737262,2.61463784308947e-05,0.000737751867077137,"ENSG00000138119","MYOF"
"ENSG00000183722",1.68794143932644,2.59337088775409,5.48069029660653,2.67415349656986e-05,0.000753659316427647,"ENSG00000183722","LHFPL6"
"ENSG00000165061",-2.75542883439731,2.41677598596906,-5.48003771054386,2.67771024354417e-05,0.000753777003141648,"ENSG00000165061","ZMAT4"
"ENSG00000184702",-2.13306709036949,2.83415970050513,-5.46839154372428,2.73864166519778e-05,0.000770026506612754,"ENSG00000184702","SEPTIN5"
"ENSG00000163285",-4.85038406853882,-2.56993750590541,-5.4670172202626,2.76514794011565e-05,0.000776569968866164,"ENSG00000163285","GABRG1"
"ENSG00000203780",3.06355000949059,-0.449013022152539,5.46011837923048,2.78350886898162e-05,0.000780813258901713,"ENSG00000203780","FANK1"
"ENSG00000163661",-3.75202809469716,-0.912098763248422,-5.45960104218181,2.78930716259811e-05,0.000781526762990733,"ENSG00000163661","PTX3"
"ENSG00000101194",-1.58803278331494,5.05384006806047,-5.45143683755645,2.8301803166574e-05,0.000792054659249155,"ENSG00000101194","SLC17A9"
"ENSG00000185432",-2.14558020997164,4.32143866046023,-5.44068532641481,2.88987018115147e-05,0.000807817960300456,"ENSG00000185432","METTL7A"
"ENSG00000143797",1.48477482105303,4.87635289973131,5.43881632706281,2.90037237709273e-05,0.000809810947892449,"ENSG00000143797","MBOAT2"
"ENSG00000205763",2.96123433373903,-0.920272147707339,5.43278233245824,2.93501062099288e-05,0.000818530488168188,"ENSG00000205763","RP9P"
"ENSG00000138448",1.39323426255432,5.81897144189107,5.42541653705498,2.97687148993164e-05,0.000829241742647778,"ENSG00000138448","ITGAV"
"ENSG00000136167",1.82583403384675,3.23809505814369,5.41823144736224,3.01874744914828e-05,0.000839932372525474,"ENSG00000136167","LCP1"
"ENSG00000188095",2.93835366146617,0.044532396227697,5.41708966789898,3.02588397015631e-05,0.000840943586705942,"ENSG00000188095","MESP2"
"ENSG00000139438",2.01588432116748,2.02239330683756,5.4084849303507,3.0765286438106e-05,0.000854030124799771,"ENSG00000139438","FAM222A"
"ENSG00000143499",1.6529721406801,2.99557730062493,5.39487718561227,3.15911528376552e-05,0.000875943143115215,"ENSG00000143499","SMYD2"
"ENSG00000280114",2.81657037590844,0.255997968125656,5.3930042986301,3.17094383127362e-05,0.000878208803651006,"ENSG00000280114",NA
"ENSG00000284603",4.0205845117948,-1.93877576308121,5.39026868625302,3.19471502934603e-05,0.0008837730101919,"ENSG00000284603",NA
"ENSG00000099866",2.63629559241378,0.866174214765567,5.38169705907243,3.2414259768642e-05,0.000895663067393132,"ENSG00000099866","MADCAM1"
"ENSG00000251348",5.84248372821267,-3.79283578686424,5.38493960931254,3.27973495436996e-05,0.000905206847406108,"ENSG00000251348","HSPD1P11"
"ENSG00000166016",-1.58613616619269,3.61250555355435,-5.37102905010368,3.30942623760161e-05,0.00091235296001481,"ENSG00000166016","ABTB2"
"ENSG00000143340",-4.70372729514111,-2.00042933465217,-5.37144596826382,3.32701345713954e-05,0.000916149623082966,"ENSG00000143340","FAM163A"
"ENSG00000101347",-1.55322116251381,5.39386393190365,-5.36139570706667,3.37222173451388e-05,0.000927534802853921,"ENSG00000101347","SAMHD1"
"ENSG00000118640",1.45856892233942,4.52743168862138,5.34359046427396,3.491547218212e-05,0.000959256656792981,"ENSG00000118640","VAMP8"
"ENSG00000149256",3.09318787849022,4.23250083763762,5.34032505838617,3.51478727737937e-05,0.000964537966907811,"ENSG00000149256","TENM4"
"ENSG00000258405",2.5045194786133,2.43012043384378,5.33660332611811,3.53963283501908e-05,0.000970247301763449,"ENSG00000258405","ZNF578"
"ENSG00000178538",1.70403640581924,2.71579930487886,5.32957935241393,3.5885076074966e-05,0.000982522744255513,"ENSG00000178538","CA8"
"ENSG00000021300",-1.78878759411834,3.54878218056046,-5.3131578936798,3.70569728719376e-05,0.00101345334009222,"ENSG00000021300","PLEKHB1"
"ENSG00000111432",3.04289252630254,-0.288329300279716,5.31224614099012,3.71312703247224e-05,0.00101432999207877,"ENSG00000111432","FZD10"
"ENSG00000122367",2.61649848105012,1.12232361473975,5.30449246220852,3.7692700021659e-05,0.00102849671922736,"ENSG00000122367","LDB3"
"ENSG00000136205",1.39675368899164,5.01642627997276,5.280607845779,3.94981210371044e-05,0.00107653675634841,"ENSG00000136205","TNS3"
"ENSG00000152578",-4.84906691436716,2.01297251433488,-5.27579740820789,4.01761589607928e-05,0.0010937754296673,"ENSG00000152578","GRIA4"
"ENSG00000144063",1.42029498652413,4.10088915665208,5.27126760128984,4.02288313222656e-05,0.00109396908007955,"ENSG00000144063","MALL"
"ENSG00000276644",3.01700881739212,-0.566394560563963,5.26955478363613,4.03726201285256e-05,0.00109612978861935,"ENSG00000276644","DACH1"
"ENSG00000136160",-1.68586357481254,3.7807171797633,-5.2691101921732,4.03995861622575e-05,0.00109612978861935,"ENSG00000136160","EDNRB"
"ENSG00000135272",1.55287779481509,3.76194534048497,5.26118246104607,4.10335013049288e-05,0.00111207272385322,"ENSG00000135272","MDFIC"
"ENSG00000183741",1.26089861365527,6.24809755361226,5.25632757943748,4.14267665017876e-05,0.00112146507017015,"ENSG00000183741","CBX6"
"ENSG00000122641",-5.4781599124268,-3.43995725771716,-5.26191463368252,4.1560261824945e-05,0.00112381194475291,"ENSG00000122641","INHBA"
"ENSG00000260776",-2.9145604999213,0.545260464211391,-5.2525562721798,4.17409518262599e-05,0.00112742827362447,"ENSG00000260776",NA
"ENSG00000155530",-2.80428172998436,0.761208257765333,-5.25085818585334,4.18783994473962e-05,0.00112986980621447,"ENSG00000155530","LRGUK"
"ENSG00000129514",4.87323249045483,-5.23093098847655,5.24321026352213,4.28464369183501e-05,0.00115468983533493,"ENSG00000129514","FOXA1"
"ENSG00000166823",5.47773893553639,-0.843387293605124,5.24320241388447,4.31218349504437e-05,0.0011608088574328,"ENSG00000166823","MESP1"
"ENSG00000080503",2.19405366519988,3.74572260352316,5.22719722445137,4.38696967955226e-05,0.00117961831965744,"ENSG00000080503","SMARCA2"
"ENSG00000198719",2.31478302080611,1.07898884412434,5.22508707837229,4.40525130674783e-05,0.00118320910936945,"ENSG00000198719","DLL1"
"ENSG00000215186",-3.69692154391009,-1.03836603801358,-5.22278172015687,4.43107425160022e-05,0.00118881513887625,"ENSG00000215186","GOLGA6B"
"ENSG00000115474",4.11084785722954,-6.57535973647839,5.22082969614986,4.45494720355883e-05,0.00119388607423945,"ENSG00000115474","KCNJ13"
"ENSG00000163737",-2.94261760364546,0.148069148163954,-5.21674380487106,4.47893119566848e-05,0.00119897542776356,"ENSG00000163737","PF4"
"ENSG00000048052",-2.19682340307479,2.83674739877699,-5.21546999759457,4.4894642061086e-05,0.00120045673181603,"ENSG00000048052","HDAC9"
"ENSG00000160180",-4.67922936448802,-2.25899330195673,-5.21040737683265,4.56358471436417e-05,0.00121891875596566,"ENSG00000160180","TFF3"
"ENSG00000240954",4.88734618807185,-4.50707504186844,5.20773784678848,4.59576617165058e-05,0.00122615041459637,"ENSG00000240954","RPL4P1"
"ENSG00000079308",2.25424889553002,4.0990233548841,5.20114198827528,4.61805822777683e-05,0.00123073045688543,"ENSG00000079308","TNS1"
"ENSG00000187513",-2.63946491527318,0.324714141772632,-5.20050924117118,4.6240180549452e-05,0.00123095256691069,"ENSG00000187513","GJA4"
"ENSG00000003436",-1.47298798033244,5.75718608808073,-5.18525042906445,4.76510442046555e-05,0.00126710617213974,"ENSG00000003436","TFPI"
"ENSG00000106436",4.34053945719376,-3.92489011335961,5.18246456471144,4.81124199341064e-05,0.00127795954364797,"ENSG00000106436","MYL10"
"ENSG00000255974",-4.18601055307832,-3.83585677190292,-5.17876635712637,4.84235671862999e-05,0.00128480297820711,"ENSG00000255974","CYP2A6"
"ENSG00000015413",-1.84689974574212,4.68413227577924,-5.16408783613071,4.96848946766751e-05,0.00131681422845069,"ENSG00000015413","DPEP1"
"ENSG00000122254",-4.55838414866315,-2.31141575080704,-5.15950599286755,5.04205413787681e-05,0.0013348379708787,"ENSG00000122254","HS3ST2"
"ENSG00000133107",-2.21079319349009,2.3545805437839,-5.14749477863435,5.13422516396106e-05,0.0013577424519497,"ENSG00000133107","TRPC4"
"ENSG00000183018",2.70425808961376,0.657193754527356,5.14170221409488,5.19373364670105e-05,0.00137196845241568,"ENSG00000183018","SPNS2"
"ENSG00000172638",1.77917642163691,3.96308226435831,5.13658256369628,5.24628364467508e-05,0.00138432706457075,"ENSG00000172638","EFEMP2"
"ENSG00000111424",-3.3370737268418,-0.49646583479036,-5.13469511505564,5.26903504178472e-05,0.00138880427467985,"ENSG00000111424","VDR"
"ENSG00000112139",3.95653589584969,1.1099995438016,5.13335922150399,5.29197420499352e-05,0.00139332110318316,"ENSG00000112139","MDGA1"
"ENSG00000165125",2.22764861032565,2.1457572216978,5.13023565471653,5.31265185064914e-05,0.00139646518474509,"ENSG00000165125","TRPV6"
"ENSG00000166401",2.34828100004304,1.26971699170409,5.12996338612894,5.31554713833506e-05,0.00139646518474509,"ENSG00000166401","SERPINB8"
"ENSG00000163497",5.10304977351568,-4.92674621950432,5.12242451795069,5.45333480386996e-05,0.00143109809082542,"ENSG00000163497","FEV"
"ENSG00000196932",-3.11028286208245,0.624048268619897,-5.1151174649017,5.4758633011421e-05,0.00143544137103738,"ENSG00000196932","TMEM26"
"ENSG00000165379",4.73334078552289,0.943512885303767,5.10288735710318,5.64911677900736e-05,0.00147773390084044,"ENSG00000165379","LRFN5"
"ENSG00000168386",6.07650209314815,-3.48469881565401,5.11121751749717,5.6495074170062e-05,0.00147773390084044,"ENSG00000168386","FILIP1L"
"ENSG00000069011",4.89604961829,-4.85894488249317,5.08746480850836,5.83361878813103e-05,0.00152423127682919,"ENSG00000069011","PITX1"
"ENSG00000131885",5.08159259295769,-4.93691660157138,5.06994975974397,6.05204503899098e-05,0.00157958375517665,"ENSG00000131885","KRT17P1"
"ENSG00000106991",1.4106318069808,3.61984234881523,5.06220087646265,6.08056175982485e-05,0.00158530346337584,"ENSG00000106991","ENG"
"ENSG00000233013",1.45807738649074,3.80000708431719,5.05636231930291,6.15157933785568e-05,0.00160207942581986,"ENSG00000233013","FAM157B"
"ENSG00000123572",1.58051159300372,2.53155285986893,5.03489288982946,6.42015217683797e-05,0.00166976381873356,"ENSG00000123572","NRK"
"ENSG00000148204",-2.42705957416155,1.51480661026018,-5.03449318658276,6.42537801311765e-05,0.00166976381873356,"ENSG00000148204","CRB2"
"ENSG00000170390",-4.6416912158187,-2.48497000242158,-5.02632782097024,6.57462813660649e-05,0.00170670238720211,"ENSG00000170390","DCLK2"
"ENSG00000258818",3.33746228860516,0.768100544380821,5.02190518384383,6.59265793314668e-05,0.0017095345819732,"ENSG00000258818","RNASE4"
"ENSG00000213145",2.43592267851101,0.443277514715842,5.02010079550861,6.61231760469828e-05,0.00171278285139175,"ENSG00000213145","CRIP1"
"ENSG00000213085",2.46272319026597,-0.0534224666802539,5.01871979320302,6.63056697356287e-05,0.00171565920440939,"ENSG00000213085","CFAP45"
"ENSG00000152932",-1.63478970733138,3.61138390659596,-5.01512735943432,6.67808280331685e-05,0.00172609391036861,"ENSG00000152932","RAB3C"
"ENSG00000161798",-2.11564803788247,1.0500846413677,-5.01171699738072,6.72366763258954e-05,0.00173600760423376,"ENSG00000161798","AQP5"
"ENSG00000159733",-2.65763029529051,1.59806056995086,-5.01069119832372,6.73782412117153e-05,0.00173779412242289,"ENSG00000159733","ZFYVE28"
"ENSG00000104267",1.77579503860983,2.7382879424065,5.00912693261522,6.75847812710031e-05,0.00174125082390486,"ENSG00000104267","CA2"
"ENSG00000005073",3.98071685211577,-6.6342521977772,5.00783569484213,6.79336605586438e-05,0.00174836340550285,"ENSG00000005073","HOXA11"
"ENSG00000205502",3.51187032378497,-2.37933917897947,5.00325949853088,6.84488172156916e-05,0.00175973554494988,"ENSG00000205502","C2CD4B"
"ENSG00000135045",1.41726705241216,3.94131912435339,5.00141552987019,6.86326163091593e-05,0.00176257367146046,"ENSG00000135045","C9orf40"
